Linux 6.8.0-52-generic (SnowBrain) 	07.03.2025 	_x86_64_	(4 CPU)

14.39.18     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
14.47.07     all   32,57    0,00    9,67    0,51    0,00    0,00    0,00    0,00    0,00   57,25
14.47.08     all   10,97    0,00    2,55    0,00    0,00    0,00    0,00    0,00    0,00   86,48
14.47.09     all   19,75    0,00   11,39    0,00    0,00    0,25    0,00    0,00    0,00   68,61
14.47.10     all   13,45    0,00    3,81    0,00    0,00    0,00    0,00    0,00    0,00   82,74
14.47.11     all   23,37    0,00    6,53    0,25    0,00    0,25    0,00    0,00    0,00   69,60
14.47.12     all   67,68    0,00    4,04    0,25    0,00    0,00    0,00    0,00    0,00   28,03
14.47.13     all   19,54    0,00    4,31    0,25    0,00    0,00    0,00    0,00    0,00   75,89
14.47.14     all   40,86    0,00    7,11    0,51    0,00    0,00    0,00    0,00    0,00   51,52
14.47.15     all   20,46    0,00    2,81    0,00    0,00    0,26    0,00    0,00    0,00   76,47
14.47.16     all   32,99    0,00    9,72    0,26    0,00    0,00    0,00    0,00    0,00   57,03
14.47.17     all   36,48    0,00    5,61    0,51    0,00    0,00    0,00    0,00    0,00   57,40
14.47.18     all   19,69    0,00    6,65    0,51    0,00    0,26    0,00    0,00    0,00   72,89
14.47.19     all   17,86    0,00    4,34    0,00    0,00    0,26    0,00    0,00    0,00   77,55
14.47.20     all   11,22    0,00    7,14    0,00    0,00    0,26    0,00    0,00    0,00   81,38
14.47.21     all    6,36    0,00    2,04    0,00    0,00    0,00    0,00    0,00    0,00   91,60
14.47.22     all   25,45    0,00    8,65    0,51    0,00    0,00    0,00    0,00    0,00   65,39
14.47.23     all   19,13    0,00    3,57    0,00    0,00    0,26    0,00    0,00    0,00   77,04
14.47.24     all    2,77    0,00    3,02    0,00    0,00    0,00    0,00    0,00    0,00   94,21
14.47.25     all    2,25    0,00    2,25    0,00    0,00    0,00    0,00    0,00    0,00   95,50
14.47.26     all   15,44    0,00    7,34    0,51    0,00    0,00    0,00    0,00    0,00   76,71
14.47.27     all   27,59    0,00   14,94    0,25    0,00    0,25    0,00    0,00    0,00   56,96
14.47.28     all   19,13    0,00    5,10    0,00    0,00    0,00    0,00    0,00    0,00   75,77
14.47.29     all   21,54    0,00    8,46    0,00    0,00    0,00    0,00    0,00    0,00   70,00
14.47.30     all   20,51    0,00   15,44    0,51    0,00    0,51    0,00    0,00    0,00   63,04
14.47.31     all   45,09    0,00   15,11    0,25    0,00    0,25    0,00    0,00    0,00   39,29
14.47.32     all   68,01    0,00   18,14    0,00    0,00    0,00    0,00    0,00    0,00   13,85
14.47.33     all   48,00    0,00   22,00    0,00    0,00    0,25    0,00    0,00    0,00   29,75
14.47.34     all   45,96    0,00   13,64    0,00    0,00    0,00    0,00    0,00    0,00   40,40
14.47.35     all   55,70    0,00   18,48    0,00    0,00    0,00    0,00    0,00    0,00   25,82
14.47.36     all   58,78    0,00    5,85    0,00    0,00    0,00    0,00    0,00    0,00   35,37
14.47.37     all   40,20    0,00    9,41    0,00    0,00    0,00    0,00    0,00    0,00   50,38
14.47.38     all   26,88    0,00    2,51    0,00    0,00    0,00    0,00    0,00    0,00   70,60
14.47.39     all   26,01    0,00    1,26    0,00    0,00    0,00    0,00    0,00    0,00   72,73
14.47.40     all   31,66    0,00    4,27    0,00    0,00    0,00    0,00    0,00    0,00   64,07
14.47.41     all   25,82    0,00    0,51    0,00    0,00    0,25    0,00    0,00    0,00   73,42
14.47.42     all   28,97    0,00    5,54    0,00    0,00    0,00    0,00    0,00    0,00   65,49
14.47.43     all   26,84    0,00    1,01    0,00    0,00    0,00    0,00    0,00    0,00   72,15
14.47.44     all   27,39    0,00    3,02    0,00    0,00    0,00    0,00    0,00    0,00   69,60
14.47.45     all   27,46    0,00    0,50    0,76    0,00    0,00    0,00    0,00    0,00   71,28
14.47.46     all   27,27    0,00    3,79    0,00    0,00    0,00    0,00    0,00    0,00   68,94
14.47.47     all   26,45    0,00    0,76    0,00    0,00    0,00    0,00    0,00    0,00   72,80
14.47.48     all   27,07    0,00    3,51    0,00    0,00    0,00    0,00    0,00    0,00   69,42
14.47.49     all    7,87    0,00    2,79    0,00    0,00    0,00    0,00    0,00    0,00   89,34
14.47.50     all    3,82    0,00    5,34    0,00    0,00    0,00    0,00    0,00    0,00   90,84
14.47.51     all    3,28    0,00    2,53    0,25    0,00    0,00    0,00    0,00    0,00   93,94
14.47.52     all    3,05    0,00    3,31    0,00    0,00    0,00    0,00    0,00    0,00   93,64
14.47.53     all    1,79    0,00    0,77    0,00    0,00    0,00    0,00    0,00    0,00   97,45
14.47.54     all    6,63    0,00    5,87    0,00    0,00    0,00    0,00    0,00    0,00   87,50
14.47.55     all    1,52    0,00    1,52    0,00    0,00    0,00    0,00    0,00    0,00   96,97
14.47.56     all    2,02    0,00    1,76    0,25    0,00    0,00    0,00    0,00    0,00   95,97
14.47.57     all    3,03    0,00    2,53    0,00    0,00    0,00    0,00    0,00    0,00   94,44
14.47.58     all    3,05    0,00    2,54    0,00    0,00    0,00    0,00    0,00    0,00   94,40
14.47.59     all    5,81    0,00    4,55    0,00    0,00    0,00    0,00    0,00    0,00   89,65
14.48.00     all    4,29    0,00    3,03    0,00    0,00    0,00    0,00    0,00    0,00   92,68
14.48.01     all    2,54    0,00    3,30    0,00    0,00    0,00    0,00    0,00    0,00   94,16
14.48.02     all   22,05    0,00    5,13    0,51    0,00    0,00    0,00    0,00    0,00   72,31
14.48.03     all   27,44    0,00   13,85    0,26    0,00    0,26    0,00    0,00    0,00   58,21
14.48.04     all    6,65    0,00    2,05    0,00    0,00    0,00    0,00    0,00    0,00   91,30
14.48.05     all   11,90    0,00    7,85    0,25    0,00    0,25    0,00    0,00    0,00   79,75
14.48.06     all   19,39    0,00    4,08    0,00    0,00    0,00    0,00    0,00    0,00   76,53
14.48.07     all   29,56    0,00   10,80    0,26    0,00    0,00    0,00    0,00    0,00   59,38
14.48.08     all   15,74    0,00    7,11    0,00    0,00    0,51    0,00    0,00    0,00   76,65
14.48.09     all   46,35    0,00   24,18    0,25    0,00    0,25    0,00    0,00    0,00   28,97
14.48.10     all   47,85    0,00   12,66    0,25    0,00    0,25    0,00    0,00    0,00   38,99
14.48.11     all    8,40    0,00    4,33    0,00    0,00    0,00    0,00    0,00    0,00   87,28
14.48.12     all   82,46    0,00   10,28    0,00    0,00    0,25    0,00    0,00    0,00    7,02
14.48.13     all    8,46    0,00    6,67    0,51    0,00    0,00    0,00    0,00    0,00   84,36
14.48.14     all    5,63    0,00    5,63    0,00    0,00    0,00    0,00    0,00    0,00   88,75
14.48.15     all   25,51    0,00    6,38    0,00    0,00    0,26    0,00    0,00    0,00   67,86
14.48.16     all   20,77    0,00    8,97    0,00    0,00    0,00    0,00    0,00    0,00   70,26
14.48.17     all    2,02    0,00    1,26    0,00    0,00    0,00    0,00    0,00    0,00   96,72
14.48.18     all    4,52    0,00    6,78    0,50    0,00    0,00    0,00    0,00    0,00   88,19
14.48.19     all    2,53    0,00    2,03    0,25    0,00    0,00    0,00    0,00    0,00   95,19
14.48.20     all    3,54    0,00    3,04    0,00    0,00    0,00    0,00    0,00    0,00   93,42
14.48.21     all    2,01    0,00    1,51    0,00    0,00    0,00    0,00    0,00    0,00   96,48
14.48.22     all    2,54    0,00    3,31    0,00    0,00    0,25    0,00    0,00    0,00   93,89
14.48.23     all    1,50    0,00    1,00    0,25    0,00    0,00    0,00    0,00    0,00   97,24
14.48.24     all    2,01    0,00    2,51    0,00    0,00    0,00    0,00    0,00    0,00   95,48
14.48.25     all    5,05    0,00    3,03    0,00    0,00    0,00    0,00    0,00    0,00   91,92
14.48.26     all    1,26    0,00    0,76    0,00    0,00    0,00    0,00    0,00    0,00   97,98
14.48.27     all    2,27    0,00    3,27    0,00    0,00    0,00    0,00    0,00    0,00   94,46
14.48.28     all    0,51    0,00    1,01    0,25    0,00    0,00    0,00    0,00    0,00   98,23
14.48.29     all    2,77    0,00    2,77    0,00    0,00    0,00    0,00    0,00    0,00   94,46
14.48.30     all    1,76    0,25    1,76    0,00    0,00    0,00    0,00    0,00    0,00   96,22
14.48.31     all    3,78    0,00    2,52    0,00    0,00    0,00    0,00    0,00    0,00   93,70
14.48.32     all    1,25    0,00    1,25    0,00    0,00    0,00    0,00    0,00    0,00   97,49
14.48.33     all    2,76    0,00    3,77    0,25    0,00    0,00    0,00    0,00    0,00   93,22
14.48.34     all    0,76    0,00    0,51    0,00    0,00    0,00    0,00    0,00    0,00   98,73
14.48.35     all    4,03    0,00    3,78    0,00    0,00    0,00    0,00    0,00    0,00   92,19
14.48.36     all    1,01    0,00    1,01    0,00    0,00    0,00    0,00    0,00    0,00   97,99
14.48.37     all    3,27    0,00    3,77    0,00    0,00    0,00    0,00    0,00    0,00   92,96
14.48.38     all    1,01    0,00    1,01    0,25    0,00    0,00    0,00    0,00    0,00   97,72
14.48.39     all    1,76    0,00    3,27    0,00    0,00    0,00    0,00    0,00    0,00   94,96
14.48.40     all    1,26    0,00    0,76    0,00    0,00    0,00    0,00    0,00    0,00   97,98
14.48.41     all    2,52    0,00    3,02    0,00    0,00    0,00    0,00    0,00    0,00   94,46
14.48.42     all    1,26    0,00    1,01    0,00    0,00    0,00    0,00    0,00    0,00   97,74
14.48.43     all    1,50    0,00    1,25    0,00    0,00    0,00    0,00    0,00    0,00   97,24
14.48.44     all    2,53    0,00    3,29    0,25    0,00    0,00    0,00    0,00    0,00   93,92
14.48.45     all    1,77    0,00    1,01    0,00    0,00    0,00    0,00    0,00    0,00   97,22
14.48.46     all    7,63    0,00    5,09    0,00    0,00    0,00    0,00    0,00    0,00   87,28
14.48.47     all   25,39    0,00    9,84    0,52    0,00    0,26    0,00    0,00    0,00   63,99
14.48.48     all   19,59    0,00   10,57    0,26    0,00    0,26    0,00    0,00    0,00   69,33
14.48.49     all   27,11    0,00    7,16    0,77    0,00    0,26    0,00    0,00    0,00   64,71
14.48.50     all    5,10    0,00    5,10    0,00    0,00    0,00    0,00    0,00    0,00   89,80
14.48.51     all    2,02    0,00    1,01    0,00    0,00    0,00    0,00    0,00    0,00   96,97
14.48.52     all    2,53    0,00    3,03    0,00    0,00    0,00    0,00    0,00    0,00   94,44
14.48.53     all    2,01    0,00    1,01    0,00    0,00    0,00    0,00    0,00    0,00   96,98
14.48.54     all    2,78    0,00    3,29    0,00    0,00    0,00    0,00    0,00    0,00   93,92
14.48.55     all    2,51    0,00    1,25    0,50    0,00    0,00    0,00    0,00    0,00   95,74
14.48.56     all    2,02    0,00    3,03    0,00    0,00    0,00    0,00    0,00    0,00   94,95
14.48.57     all    1,51    0,00    1,01    0,00    0,00    0,00    0,00    0,00    0,00   97,49
14.48.58     all    1,26    0,00    2,27    0,00    0,00    0,00    0,00    0,00    0,00   96,46
14.48.59     all    3,27    0,00    2,01    0,00    0,00    0,00    0,00    0,00    0,00   94,72
14.49.00     all    1,26    0,00    1,26    0,00    0,00    0,00    0,00    0,00    0,00   97,48
14.49.01     all    2,28    0,00    3,04    0,25    0,00    0,00    0,00    0,00    0,00   94,43
14.49.02     all    1,01    0,00    1,01    0,00    0,00    0,00    0,00    0,00    0,00   97,97
14.49.03     all    9,18    0,00    5,10    0,00    0,00    0,00    0,00    0,00    0,00   85,71
14.49.04     all   21,34    0,00    8,23    0,51    0,00    0,00    0,00    0,00    0,00   69,92
14.49.05     all   27,13    0,00   13,44    0,52    0,00    0,26    0,00    0,00    0,00   58,66
14.49.06     all   31,12    0,00    5,87    0,77    0,00    0,00    0,00    0,00    0,00   62,24
14.49.07     all    8,10    0,00    5,32    0,00    0,00    0,25    0,00    0,00    0,00   86,33
14.49.08     all    2,54    0,00    1,53    0,00    0,00    0,00    0,00    0,00    0,00   95,93
14.49.09     all   17,17    0,00   11,11    0,00    0,00    0,00    0,00    0,00    0,00   71,72
14.49.10     all   13,11    0,00    5,14    0,00    0,00    0,26    0,00    0,00    0,00   81,49
14.49.11     all    4,35    0,00    4,09    1,02    0,00    0,00    0,00    0,00    0,00   90,54
14.49.12     all   23,21    0,00    5,10    0,26    0,00    0,51    0,00    0,00    0,00   70,92
14.49.13     all   18,51    0,00    5,40    0,26    0,00    0,00    0,00    0,00    0,00   75,84
14.49.14     all    4,06    0,00    3,30    0,00    0,00    0,00    0,00    0,00    0,00   92,64
14.49.15     all    1,26    0,00    1,52    0,00    0,00    0,00    0,00    0,00    0,00   97,22
14.49.16     all    3,27    0,00    3,53    0,00    0,00    0,00    0,00    0,00    0,00   93,20
14.49.17     all    1,27    0,00    0,76    0,25    0,00    0,00    0,00    0,00    0,00   97,72
14.49.18     all    4,02    0,00    3,77    0,00    0,00    0,00    0,00    0,00    0,00   92,21
14.49.19     all    1,26    0,00    1,01    0,00    0,00    0,00    0,00    0,00    0,00   97,73
14.49.20     all    2,51    0,00    3,27    0,00    0,00    0,00    0,00    0,00    0,00   94,22
14.49.21     all    1,77    0,00    0,76    0,00    0,00    0,00    0,00    0,00    0,00   97,47
14.49.22     all    2,27    0,00    3,28    0,25    0,00    0,00    0,00    0,00    0,00   94,19
14.49.23     all    1,51    0,00    0,76    0,00    0,00    0,00    0,00    0,00    0,00   97,73
14.49.24     all    8,40    0,00    6,11    0,00    0,00    0,00    0,00    0,00    0,00   85,50
14.49.25     all   30,15    0,00   12,11    0,00    0,00    0,52    0,00    0,00    0,00   57,22
14.49.26     all   29,82    0,00    9,25    0,51    0,00    0,00    0,00    0,00    0,00   60,41
14.49.27     all   12,88    0,00    5,30    0,25    0,00    0,51    0,00    0,00    0,00   81,06
14.49.28     all    9,14    0,00    5,84    0,25    0,00    0,00    0,00    0,00    0,00   84,77
14.49.29     all    2,54    0,00    1,53    0,00    0,00    0,00    0,00    0,00    0,00   95,93
14.49.30     all    1,76    0,00    1,51    0,00    0,00    0,00    0,00    0,00    0,00   96,73
14.49.31     all   41,09    0,00   16,28    0,78    0,00    0,52    0,00    0,00    0,00   41,34
14.49.32     all   23,14    0,00    6,43    0,26    0,00    0,26    0,00    0,00    0,00   69,92
14.49.33     all   21,68    0,00    8,67    0,26    0,00    0,51    0,00    0,00    0,00   68,88
14.49.34     all   26,41    0,00    8,21    0,51    0,00    0,26    0,00    0,00    0,00   64,62
14.49.35     all   47,45    0,00   24,74    0,77    0,00    0,26    0,00    0,00    0,00   26,79
14.49.36     all   44,42    0,00   22,59    0,25    0,00    0,25    0,00    0,00    0,00   32,49
14.49.37     all   11,79    0,00   14,10    0,00    0,00    0,00    0,00    0,00    0,00   74,10
14.49.38     all   53,65    0,00   19,90    0,00    0,00    0,25    0,00    0,00    0,00   26,20
14.49.39     all   65,90    0,00   11,70    0,00    0,00    0,25    0,00    0,00    0,00   22,14
14.49.40     all   34,86    0,00   10,94    0,76    0,00    0,00    0,00    0,00    0,00   53,44
14.49.41     all   16,67    0,00    6,15    0,26    0,00    0,00    0,00    0,00    0,00   76,92
14.49.42     all    3,05    0,00    3,82    0,00    0,00    0,00    0,00    0,00    0,00   93,13
14.49.43     all    2,01    0,00    1,00    0,00    0,00    0,00    0,00    0,00    0,00   96,99
14.49.44     all    2,29    0,00    2,80    0,00    0,00    0,00    0,00    0,00    0,00   94,91
14.49.45     all    2,26    0,00    1,50    0,00    0,00    0,00    0,00    0,00    0,00   96,24
14.49.46     all    2,04    0,00    2,81    0,00    0,00    0,00    0,00    0,00    0,00   95,15
14.49.47     all    2,00    0,00    1,00    0,25    0,00    0,00    0,00    0,00    0,00   96,75
14.49.48     all    2,27    0,00    2,78    0,00    0,00    0,25    0,00    0,00    0,00   94,70
14.49.49     all    1,26    0,00    1,76    0,00    0,00    0,00    0,00    0,00    0,00   96,98
14.49.50     all    2,77    0,00    3,27    0,00    0,00    0,00    0,00    0,00    0,00   93,95
14.49.51     all    4,02    0,00    1,51    0,00    0,00    0,25    0,00    0,00    0,00   94,22
14.49.52     all    2,28    0,00    3,04    0,25    0,00    0,00    0,00    0,00    0,00   94,43
14.49.53     all    1,77    0,00    1,26    0,00    0,00    0,00    0,00    0,00    0,00   96,97
14.49.54     all    2,76    0,00    2,76    0,00    0,00    0,00    0,00    0,00    0,00   94,47
14.49.55     all    1,51    0,00    1,01    0,00    0,00    0,00    0,00    0,00    0,00   97,48
14.49.56     all   22,19    0,00    7,14    0,26    0,00    0,00    0,00    0,00    0,00   70,41
14.49.57     all   13,96    0,00    3,55    0,25    0,00    0,00    0,00    0,00    0,00   82,23
14.49.58     all    9,90    0,00    3,30    0,00    0,00    0,25    0,00    0,00    0,00   86,55
14.49.59     all    3,05    0,00    4,06    0,00    0,00    0,00    0,00    0,00    0,00   92,89
14.50.00     all    2,51    0,00    1,26    0,25    0,00    0,25    0,00    0,00    0,00   95,73
14.50.01     all   64,48    0,00   11,34    0,00    0,00    0,00    0,00    0,00    0,00   24,18
14.50.02     all   17,79    0,00   11,53    0,00    0,00    0,25    0,00    0,00    0,00   70,43
14.50.03     all   54,00    0,00   17,75    0,25    0,00    0,00    0,00    0,00    0,00   28,00
14.50.04     all   47,85    0,00   15,44    0,00    0,00    0,00    0,00    0,00    0,00   36,71
14.50.05     all   53,13    0,00   19,80    0,00    0,00    0,00    0,00    0,00    0,00   27,07
14.50.06     all   77,64    0,00   11,31    0,00    0,00    0,00    0,00    0,00    0,00   11,06
14.50.07     all   69,00    0,00   16,00    0,00    0,00    0,00    0,00    0,00    0,00   15,00
14.50.08     all   79,95    0,00    5,26    0,00    0,00    0,00    0,00    0,00    0,00   14,79
14.50.09     all   39,80    0,00    6,63    0,00    0,00    0,00    0,00    0,00    0,00   53,57
14.50.10     all   29,44    0,00    4,31    0,00    0,00    0,00    0,00    0,00    0,00   66,24
14.50.11     all   38,94    0,00    8,79    0,00    0,00    0,00    0,00    0,00    0,00   52,26
14.50.12     all   27,57    0,00    3,26    0,00    0,00    0,00    0,00    0,00    0,00   69,17
14.50.13     all   26,45    0,00    0,76    0,00    0,00    0,00    0,00    0,00    0,00   72,80
14.50.14     all   28,39    0,00    3,52    0,25    0,00    0,00    0,00    0,00    0,00   67,84
14.50.15     all   32,15    0,00    2,53    0,00    0,00    0,25    0,00    0,00    0,00   65,06
14.50.16     all   27,64    0,00    3,27    0,00    0,00    0,00    0,00    0,00    0,00   69,10
14.50.17     all   26,58    0,00    0,76    0,00    0,00    0,00    0,00    0,00    0,00   72,66
14.50.18     all   27,89    0,00    3,52    0,00    0,00    0,00    0,00    0,00    0,00   68,59
14.50.19     all   26,45    0,00    1,01    0,25    0,00    0,00    0,00    0,00    0,00   72,29
14.50.20     all   27,82    0,00    3,01    0,00    0,00    0,00    0,00    0,00    0,00   69,17
14.50.21     all    7,83    0,00    2,78    0,25    0,00    0,00    0,00    0,00    0,00   89,14
14.50.22     all   25,95    0,00   13,23    0,25    0,00    0,51    0,00    0,00    0,00   60,05
14.50.23     all   38,11    0,00   12,28    0,26    0,00    0,51    0,00    0,00    0,00   48,85
14.50.24     all   62,22    0,00   30,98    0,00    0,00    0,00    0,00    0,00    0,00    6,80
14.50.25     all   62,85    0,00   21,63    0,25    0,00    0,51    0,00    0,00    0,00   14,76
14.50.26     all   72,29    0,00    8,82    0,00    0,00    0,25    0,00    0,00    0,00   18,64
14.50.27     all   50,63    0,00   18,48    0,51    0,00    0,25    0,00    0,00    0,00   30,13
14.50.28     all   24,54    0,00    8,62    0,52    0,00    0,00    0,00    0,00    0,00   66,32
14.50.29     all   38,07    0,00   20,56    0,76    0,00    0,25    0,00    0,00    0,00   40,36
14.50.30     all   61,01    0,00   28,35    0,00    0,00    0,25    0,00    0,00    0,00   10,38
14.50.31     all    9,87    0,00    5,32    0,00    0,00    0,00    0,00    0,00    0,00   84,81
14.50.32     all   17,97    0,00    4,05    0,00    0,00    0,51    0,00    0,00    0,00   77,47
14.50.33     all   22,14    0,00    6,62    0,51    0,00    0,00    0,00    0,00    0,00   70,74
14.50.34     all   38,01    0,00    7,65    0,26    0,00    0,00    0,00    0,00    0,00   54,08
14.50.35     all   51,26    0,00   16,33    0,25    0,00    0,25    0,00    0,00    0,00   31,91
14.50.36     all   54,43    0,00    9,37    0,25    0,00    0,25    0,00    0,00    0,00   35,70
14.50.37     all   31,81    0,00    7,63    0,51    0,00    0,25    0,00    0,00    0,00   59,80
14.50.38     all   19,95    0,00    6,91    0,00    0,00    0,26    0,00    0,00    0,00   72,89
14.50.39     all   36,25    0,00    6,43    0,77    0,00    0,00    0,00    0,00    0,00   56,56
14.50.40     all   42,20    0,00   21,48    0,26    0,00    0,00    0,00    0,00    0,00   36,06
14.50.41     all   24,37    0,00    4,06    0,51    0,00    0,25    0,00    0,00    0,00   70,81
14.50.42     all   30,36    0,00    9,95    0,26    0,00    0,00    0,00    0,00    0,00   59,44
14.50.43     all   11,68    0,00    3,05    0,25    0,00    0,25    0,00    0,00    0,00   84,77
14.50.45     all    1,76    0,00    3,02    0,00    0,00    0,00    0,00    0,00    0,00   95,21
14.50.46     all    3,01    0,00    4,26    0,00    0,00    0,00    0,00    0,00    0,00   92,73
14.50.47     all    4,79    0,00    4,79    0,00    0,00    0,00    0,00    0,00    0,00   90,43
14.50.48     all    1,77    0,00    1,01    0,25    0,00    0,00    0,00    0,00    0,00   96,97
14.50.49     all    0,75    0,00    0,25    0,00    0,00    0,00    0,00    0,00    0,00   99,00
14.50.50     all    1,75    0,00    2,75    0,00    0,00    0,00    0,00    0,00    0,00   95,50
14.50.51     all    0,50    0,00    0,25    0,00    0,00    0,00    0,00    0,00    0,00   99,24
14.50.52     all    6,28    0,00   10,05    0,00    0,00    0,00    0,00    0,00    0,00   83,67
14.50.53     all    0,75    0,00    0,25    0,00    0,00    0,00    0,00    0,00    0,00   99,00
14.50.54     all    2,25    0,00    2,75    0,25    0,00    0,00    0,00    0,00    0,00   94,75
14.50.55     all    0,50    0,00    0,00    0,00    0,00    0,00    0,00    0,00    0,00   99,50
14.50.56     all    1,75    0,00    3,00    0,00    0,00    0,00    0,00    0,00    0,00   95,25
14.50.57     all    5,28    0,00    6,53    0,00    0,00    0,25    0,00    0,00    0,00   87,94
14.50.58     all    2,76    0,00    2,26    0,00    0,00    0,00    0,00    0,00    0,00   94,99
14.50.59     all    5,30    0,00    2,27    0,00    0,00    0,00    0,00    0,00    0,00   92,42
14.51.00     all    8,10    0,00    4,56    0,25    0,00    0,00    0,00    0,00    0,00   87,09
14.51.01     all    0,51    0,00    0,25    0,00    0,00    0,00    0,00    0,00    0,00   99,24
14.51.02     all    1,75    0,00    2,75    0,00    0,00    0,00    0,00    0,00    0,00   95,50
14.51.03     all    0,75    0,00    0,50    0,00    0,00    0,00    0,00    0,00    0,00   98,76
14.51.04     all    1,51    0,00    2,51    0,50    0,00    0,00    0,00    0,00    0,00   95,48
14.51.05     all    1,25    0,00    0,75    0,00    0,00    0,00    0,00    0,00    0,00   97,99
14.51.06     all    6,87    0,00    3,05    0,51    0,00    0,00    0,00    0,00    0,00   89,57
14.51.07     all   40,86    0,00   19,54    0,25    0,00    0,00    0,00    0,00    0,00   39,34
14.51.08     all   35,81    0,00    7,42    0,51    0,00    0,26    0,00    0,00    0,00   56,01
14.51.09     all   42,56    0,00   10,00    0,26    0,00    0,26    0,00    0,00    0,00   46,92
14.51.10     all   33,33    0,00    6,11    0,51    0,00    0,51    0,00    0,00    0,00   59,54
14.51.11     all   19,59    0,00    6,11    0,51    0,00    0,00    0,00    0,00    0,00   73,79
14.51.12     all   24,23    0,00   15,05    0,26    0,00    0,00    0,00    0,00    0,00   60,46
14.51.13     all   32,57    0,00   17,30    0,00    0,00    0,00    0,00    0,00    0,00   50,13
14.51.14     all    5,54    0,00    2,77    0,00    0,00    0,25    0,00    0,00    0,00   91,44
14.51.15     all    1,77    0,00    2,78    0,00    0,00    0,00    0,00    0,00    0,00   95,45
14.51.16     all    0,25    0,00    0,50    0,00    0,00    0,00    0,00    0,00    0,00   99,25
14.51.17     all    2,01    0,00    3,51    0,25    0,00    0,00    0,00    0,00    0,00   94,24
14.51.18     all    4,53    0,00    6,55    0,25    0,00    0,00    0,00    0,00    0,00   88,66
14.51.19     all    7,83    0,00    2,78    0,00    0,00    0,00    0,00    0,00    0,00   89,39
14.51.20     all   38,05    0,00    9,77    0,00    0,00    0,51    0,00    0,00    0,00   51,67
14.51.21     all    5,58    0,00    1,27    0,00    0,00    0,00    0,00    0,00    0,00   93,15
14.51.22     all    3,02    0,00    3,77    0,25    0,00    0,00    0,00    0,00    0,00   92,96
14.51.23     all    5,30    0,00    7,83    0,00    0,00    0,00    0,00    0,00    0,00   86,87
14.51.24     all    1,75    0,00    2,76    0,00    0,00    0,00    0,00    0,00    0,00   95,49
14.51.25     all    2,02    0,00    0,76    0,00    0,00    0,00    0,00    0,00    0,00   97,22
14.51.26     all   35,84    0,00   16,29    1,00    0,00    0,50    0,00    0,00    0,00   46,37
14.51.27     all   15,09    0,26    5,12    0,00    0,00    0,00    0,00    0,00    0,00   79,54
14.51.28     all    3,29    0,00    3,54    0,25    0,00    0,00    0,00    0,00    0,00   92,91
14.51.29     all   44,64    0,00   14,03    0,26    0,00    0,00    0,00    0,00    0,00   41,07
14.51.30     all   41,88    0,00   17,51    0,00    0,00    0,25    0,00    0,00    0,00   40,36
14.51.31     all   32,48    0,00   11,76    0,26    0,00    0,00    0,00    0,00    0,00   55,50
14.51.32     all   19,23    0,00    4,87    0,26    0,00    0,00    0,00    0,00    0,00   75,64
14.51.33     all    7,97    0,00    6,68    0,00    0,00    0,00    0,00    0,00    0,00   85,35
14.51.34     all   79,50    0,00   15,50    0,00    0,00    0,25    0,00    0,00    0,00    4,75
14.51.35     all   44,97    0,00   24,37    0,25    0,00    0,25    0,00    0,00    0,00   30,15
14.51.36     all   58,79    0,00    8,54    0,00    0,00    0,25    0,00    0,00    0,00   32,41
14.51.37     all   50,88    0,00   20,91    1,01    0,00    0,00    0,00    0,00    0,00   27,20
14.51.38     all   47,88    0,00   15,71    0,00    0,00    0,00    0,00    0,00    0,00   36,41
14.51.39     all   50,63    0,00   15,62    0,00    0,00    0,25    0,00    0,00    0,00   33,50
14.51.40     all   55,03    0,00   14,57    0,00    0,00    0,00    0,00    0,00    0,00   30,40
14.51.41     all   53,28    0,00    7,58    0,00    0,00    0,00    0,00    0,00    0,00   39,14
14.51.42     all   27,75    0,00    4,25    0,00    0,00    0,00    0,00    0,00    0,00   68,00
14.51.43     all   26,08    0,00    0,51    0,25    0,00    0,00    0,00    0,00    0,00   73,16
14.51.44     all   27,57    0,00    3,76    0,00    0,00    0,00    0,00    0,00    0,00   68,67
14.51.45     all   26,65    0,00    3,55    0,00    0,00    0,25    0,00    0,00    0,00   69,54
14.51.46     all   27,82    0,00    4,01    0,00    0,00    0,00    0,00    0,00    0,00   68,17
14.51.47     all   26,68    0,00    1,00    0,00    0,00    0,00    0,00    0,00    0,00   72,32
14.51.48     all   27,53    0,00    3,28    0,25    0,00    0,00    0,00    0,00    0,00   68,94
14.51.49     all   25,63    0,00    0,75    0,00    0,00    0,00    0,00    0,00    0,00   73,62
14.51.50     all   28,64    0,00    3,02    0,00    0,00    0,00    0,00    0,00    0,00   68,34
14.51.51     all   26,32    0,00    1,25    0,00    0,00    0,25    0,00    0,00    0,00   72,18
14.51.52     all   28,14    0,00    3,52    0,00    0,00    0,00    0,00    0,00    0,00   68,34
14.51.53     all   26,58    0,00    4,56    0,25    0,00    0,00    0,00    0,00    0,00   68,61
14.51.54     all    8,42    0,00    8,16    0,00    0,00    0,00    0,00    0,00    0,00   83,42
14.51.55     all   26,79    0,00    5,36    0,26    0,00    0,00    0,00    0,00    0,00   67,60
14.51.56     all   18,62    0,00    5,61    0,00    0,00    0,26    0,00    0,00    0,00   75,51
